frag_ID,,Locus,attivita,ware,fragment_type,weight_g,surface_area,diameter,perc_preserved,rim_length,rim_height,height_of_preserved_wall,basefloorlength,lengthpreserved.lid,angle_f_rim,angle_of_body,open_closed,main_angle_up,secondary_base_angle,upper_thickness,central_thickness,lowerthickness,surface_treat,macro_fabric,SAS_notes,morphology_notes,edges,chip,chip_length,calcium_crust,perc_calc_int,perc_calc_ext,stains,abras_base_int,abras_wall_int,abras_rim_int,abras_base_ext,abras_wall_ext,abras_rim_ext,location_of_abrasion,direction_scratches_ext,scratch_dir_ext_num,concentric_scr_ext,chordal_scr_ext,radial_scr_ext,criss_cross_e,surface_area_abrasion_e,direction_scratches_int,scratch_dir_int_num,concentric_scr_int,chordal_scr_int,radial_scr_int,criss_cross_i,surface_area_abrasion_i,microscopic_image,blackening_int,BL_int_1,BL_int_2,BL_int_3,BL_int_4,BL_int_5,BL_int_6,BL_int_7,BL_int_8,BL_int_9,BL_int_10,BL_int_11,BL_int_22,blackening_location_int,blackening_ext,BL_ext_1,BL_ext_2,BL_ext_3,BL_ext_4,BL_ext_5,BL_ext_6,BL_ext_7,BL_ext_8,BL_ext_9,BL_ext_10,BL_ext_11,BL_ext_22,blackening_location_ext,bottom_base,alteration_notes,frag_type_num,ware_num,filter_MusarnaRIM_WHOLE,site_num,filter_LARGERVESSELS_percpres,PrimaryLast,filter_Musarna_cookware_rims,filter_$,Rdiamete,Ndiamete,dup_diam_CW,RAN001,NTI001,julie_period,nov19.3pm_period,cistern,ocu_num,funct_type,RAN002,NTI002,black_tot,black_tot_int,black_tot_ext,both_fours,abras_tot_int,abras_tot_ext,R_olladiam,N_olladiam,R_ollaangle,N_ollarimangle,Rangle_f,Nangle_f,RAN003,NTI003,cookware_base_groups,int_cookware_black5,RAN004,NTI004,PERIOD_old,PERIOD,period_pop_jan22,collapsed_periods
3649,Populonia,12278,727,black gloss,rim,7,9,,4,1.0,2.5,,,,,,o,,,5.17,,5.94,bg int andext,medium fine voids,,,2,,,N,,,,0,0,0,0,1,0,wall_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1 gouge 1cm long on wall,10,5,0,3,0,0,0,0,,,,,,5,5,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,5,5,5,5
3650,Populonia,12278,727,black gloss,rim,11,16,18,6,3.5,4.5,,,,70,35,o,,,4.66,5.03,6.25,bg int and ext,medium elongated voids; rare whie and shiny sand,,,1,,,Y,40,10,,0,0,1,0,1,0,"wall_ext
rim_int",patch,4,0,0,0,,3.00,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,very minor wear on int rim sharpest edge; 1 large patch of slip removed on ext wall,10,5,0,3,1,0,0,0,,,18.00,,,5,5,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,5,5,5,5
3651,Populonia,12278,727,black gloss,rim,4,6,15,8,4.0,2.0,,,,90,55,o,,,4.26,,4.19,bg int and ext,medium rounded voids; rare white sand,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,5,0,3,1,0,0,0,,,15.00,,,5,5,,1,8,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,5,5,5,5
3652,Populonia,12278,727,black gloss,rim,10,9,27,5,5.0,3.0,,,,60,0,o,,,6.51,5.18,3.80,bg int and ext,medium fine voids,,,1,,,Y,2,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,5,0,3,1,0,0,0,,,27.00,,,5,5,,1,8,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,5,5,5,5
3653,Populonia,12278,727,black gloss,handle,7,8,,,,,,,,,,,,,5.74,,,bg itn andext,rare rounded voids; rare shiny sand,,,1,,,Y,40,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,6,5,0,3,0,0,0,0,,,,,,5,5,,,,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,5,5,5,5
3654,Populonia,12278,727,da fuoco,rim or lid,44,25,,4,3.0,7.5,,,,,,o,,,8.30,9.72,7.40,,medium white subangular parts; medium blakc sand,,"irregular rim, so i cant measure it; feels handmade",1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.,0,both int and ext are opposite of 4,11,14,0,3,0,0,0,0,,,,,,5,5,,1,4,,,1,1,1,7000.00,0.00,0.00,,,,,,,,,,0,,,5,5,5,5
3655,Populonia,12278,727,commonware,base,19,12,6,15,,,3.5,2.0,,,,,120,,6.37,,7.12,,rare subrounded brown grains; medium shiny sand,,,2,,,Y,30,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,5,11,0,3,0,0,0,0,,,6.00,,,5,5,,,,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,5,5,5,5
3656,Populonia,12278,727,irsc,rim,19,16,19,8,5.0,1.0,,,,55,,o,,,6.26,,4.94,int red slip,medium black brown rounded parts; medium white rounded parts; rare yellow rounded; medium black sand,,,2,,,N,,,,0,1,0,0,0,0,wall_int,,,,,,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,upper and lower lid seating has lost all slip,10,21,0,3,1,0,0,0,,,19.00,,,5,5,,1,3,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,5,5,5,5
3657,Populonia,12278,727,irsc,base,16,12,12,12,,,3.0,1.5,,,,,150,,5.84,6.13,5.43,int red slip 2.5yr 5/6,frequent clear rounded parts; rare subnagular clear grains; medium yellow rounded parts; rare white subrounded parts,,,1,,,Y,10,0,,1,0,0,0,1,0,"wall_int
wall_ext",radial,4,0,0,1,,,patch,4,0,0,0,,2.00,,,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,1,0,0,0,0,8.,1,2 deep scratches ext 1cm long,5,21,0,3,0,0,0,0,,,12.00,,,5,5,,,3,,,1,0,1,,1.00,1.00,,,,,,,,,,,,,5,5,5,5
3658,Populonia,12278,727,irsc,b_base,8,6,,,,,,,,,,,,,7.81,,6.63,int red slip 2.5yr 5/6,frequent black sand and  freuqent shiny sand; rare black subangular grain; rare white subrounded grains,,,1,,,N,,,,0,1,0,0,0,0,wall_int,,,,,,,,radial,2,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,very fine scratches in surface of slip,2,21,0,3,0,0,0,0,,,,,,5,5,,,3,,,1,0,1,,1.00,0.00,,,,,,,,,,,,,5,5,5,5
3659,Populonia,12278,727,da fuoco,b_base,5,6,,,,,,,,,,,,,5.66,,6.15,,medium black purpley rounded parts; medium yellow rounded parts,,broken just as bend of base,1,,,Y,2,2,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2,14,0,3,0,0,0,0,,,,,,5,5,,,,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,5,5,5,5
3660,Populonia,12278,727,da fuoco,rim,5,6,,4,2.0,2.0,,,,60,90,u,,,4.68,,4.26,,medium yellow and white subanglar parts; rare black subangular parts; rare purpley white subangular parts,,,1,,,N,,,int could be black stained or fire damaged,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,,0,int could be black stained or fire damaged - weird that there?s no trace of discolouration on the ext,10,14,0,3,0,0,0,0,,,,,,5,5,,3,,,,1,1,0,,0.00,0.00,,,,,,,,,,0,,,5,5,5,5
3661,Populonia,12278,727,da fuoco,rim,22,16,18,8,5.0,2.0,,,,70,,u,,,5.75,,5.99,"int smooth, but i don?t think it?s burnished",too black. but at least medium shiny sand,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,10,14,0,3,1,0,0,0,,,18.00,,,5,5,,2,2,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,5,5,5,5
3662,Populonia,12278,727,"comune ""pasta grigia""",rim,6,6,,4,1.5,6.0,,,,85,,o,,,4.13,4.33,4.68,smoothed or burnished,rare black subangular pebbles; medium fine balck sand,,,2,,,Y,40,10,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,rim worn minorly,10,13,0,3,0,0,0,0,,,,,,5,5,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,5,5,5,5
3663,Populonia,12277,714,commonware,rim with handle,32,25,8,20,5.0,4.0,,,,85,,c,,,6.98,6.20,5.76,,medium voids,,amphoretta,1,,,Y,90,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,12,11,0,3,1,0,0,0,,,8.00,,,9,9,,2,7,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,9,9,9,
3664,Populonia,12286,721,black gloss,b_base,15,16,,,,,,,,,,o,,,4.28,7.52,10.55,bg int and ext,medium irregular voids,,broken just above foot and just below rim,2,,,Y,5,0,,1,0,0,0,0,0,base_int,,,,,,,,patch,4,0,0,0,,2.00,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,slip worn away in centre of base where stacking mark may have been,2,5,0,3,0,1,0,0,,,,,,5,5,,1,,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,5,5,5,5
3665,Populonia,12286,721,da fuoco,rim or lid,57,36,33,6,6.0,7.5,,,,70,,o,,,6.33,9.16,9.80,,medium rournded black grey pebbles; medium subangluar clear grains; medium shiny sandl medium shiny grainsized flakes look like mica,,irregular and lumpy; maybe handmade,1,,,Y,40,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,1,0,0,0,0,0,0,0,0,4.,0,ext is in fact the opposite of 4,11,14,0,3,0,0,0,0,,,33.00,,,5,5,,1,4,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,5,5,5,5
3666,Populonia,12286,721,da fuoco,rim,4,4,,4,1.5,2.5,,,,35,,u,,,6.74,,5.91,,medium subangular clear grain,,,1,,,N,,,,0,0,1,0,0,0,rim_int,,,,,,,,concentric,1,1,0,0,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,worn on sharpest int rim,10,14,0,3,0,0,0,0,,,,,,5,5,,2,2,,,1,1,1,,1.00,0.00,,,,,,,,,,0,,,5,5,5,5
3667,Populonia,12286,721,da fuoco,base,86,64,33,9,,,2.0,8.0,,,,,120,,6.45,8.08,5.54,,medium black subagnular grains; medium red subanulgar grains; medium black sand; medium shiny sand,,,1,,,Y,40,0,,0,0,0,1,0,0,base_ext,concentric,1,1,0,0,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,5,14,0,3,0,0,0,0,,,33.00,,,5,5,,,,,,1,1,1,,0.00,1.00,,,,,,,,,2,0,,,5,5,5,5
3668,Populonia,12272,714,thinwall,rim,2,6,9,10,3.0,1.5,,,,,,o,,,2.39,,,some kind of wash or slip,not visible,,,1,,,Y,90,2,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,29,0,3,1,0,0,0,,,9.00,,,9,9,,1,10,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,9,9,9,
3669,Populonia,12276,714,black gloss,base,9,7,4,35,,,0.5,1.5,,,,,150,,5.04,,7.08,bg int and ext good quality,rare white sand,,,1,,,N,,,,0,0,0,1,0,0,base_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,wear on sharpest part of foot; int very well preserved and smooth,5,5,0,3,0,0,0,0,,,4.00,,,9,9,,,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,9,9,9,
3670,Populonia,12276,714,da fuoco,rim or lid,9,9,31,5,4.5,1.5,,,,10,,o,,,7.43,,7.02,,medium brown black subrounded parts; rare white subangular parts,,,1,,,Y,0,10,,0,0,1,0,0,0,rim_int,,,,,,,,radial,2,0,0,1,,,,2,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,5.,0,1 scratch .5 cm long on edge of rim,11,14,0,3,0,0,0,0,,,31.00,,,9,9,,1,4,,,1,1,1,,1.00,0.00,,,,,,,,,,0,,,9,9,9,
3671,Populonia,12032,484,terra sigillata,rim,7,9,25,4,2.5,2.5,,,,70,25,o,,,4.78,,5.46,red gloss,rare black subrounded parts,,,2,,,N,,,,0,1,1,0,1,1,"rim_int
rim_ext
wall_ext
wall_int",concentric,1,1,0,0,,,concentric,1,1,0,0,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,slip removed along sharpest edge of int rim and on ext flange ext also has slip worn off along carination; int wall has 2 scratches without slip removal running diag-parallel 1.5cm long,10,28,0,3,0,0,0,0,,,25.00,,,9,9,,1,9,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,9,9,9,
3672,Populonia,12032,484,commonware,base,22,16,10,16,,,4.0,1.5,,,,,140,125,6.35,7.36,7.21,,medium brown rounded parts that are sort of hollow; rare blue gray irregular pebble,,,3,base,1,N,,,,0,0,0,0,1,0,wall_ext,chordal,3,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,a few scratches ext .5 cm long,5,11,0,3,0,0,0,0,,,10.00,,,9,9,,,,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,9,9,9,
3673,Populonia,12122,589,black gloss,base,9,9,7,20,,,0.2,0.2,,,,,,,,,9.27,bg int and ext,rare black subrounded pebbles; rare black sand; medium white sand,,pretty much only the foot,2,,,N,,,,0,0,0,1,0,0,base_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,sharpest bottom of foot worn,5,5,0,3,0,0,0,0,,,7.00,,,9,9,,,,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,9,9,9,
3674,Populonia,12122,589,black gloss,rim,4,6,15,18,3.5,1.5,,,,50,,o,,,6.71,,4.38,bg int and ext; purple 1 cm below ext rim,medium fine white sand,,maybe campana A >> very very orange,1,,,N,,,,0,0,1,0,0,1,"rim_int
rim_ext",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,very minor slip removal on sharepst edge,10,5,0,3,1,0,0,0,,,15.00,,,9,9,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,9,9,9,
3675,Populonia,12122,589,da fuoco,rim,14,9,20,7,4.5,3.0,,,,45,85,u,,,9.84,,9.95,,rare white subrounded grain; rare purple brown subangular pebbles; medium clear sand; rare orange suabngular parts; freuqent fine gold sand,,,2,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,10,14,0,3,1,0,0,0,,,20.00,,,9,9,,3,2,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
3676,Populonia,12122,589,da fuoco,lid,70,49,37,6,6.5,11.0,,,,15,,o,,,6.90,6.99,5.78,,rare rounded red grains; frequent white and light blue rounded parts; medium black sand,,,1,,,Y,0,5,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,,0,actually much lighter ceramic on rim edge,8,14,0,3,0,0,0,0,,,37.00,,,9,9,,1,5,,,1,1,0,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
3677,Populonia,12122,589,da fuoco,rim,107,64,13,16,7.0,7.0,,,,50,70,c,,,8.07,8.17,8.13,,rare white subrounded grains; rare black subrounded pebbles; frequent white clear subangular parts; frequent gold sand,,,1,,,N,,,,0,1,0,0,0,1,"rim_ext
wall_int",concentric,1,1,0,0,,,chordal,3,0,1,0,,25.00,,4,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,int wear is below neck; there?s a general sense of abrasion in diagonal streaks. some of this is related to the fact that int wheel marks and diagonal as if the potter removed his hands from the int pot while keeping his fingers lightly on the pot; generally gold flecks more exposed on int surface; minor diag scratches contribute to this look,10,14,0,3,1,0,0,0,,,13.00,,,9,9,,2,2,,,1,1,1,,1.00,1.00,,,,,,,,,,0,,,9,9,9,
3678,Populonia,12122,589,commonware,rim,16,12,13,15,6.0,2.0,,,,85,,c,,,5.53,,4.43,,medium black rounded grains; medium fine black sand,,,2,lip,2,N,,,,0,1,0,0,0,0,wall_int,,,,,,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,"2 big 2cm long gouges int wall, but seem tobe pre-firing",10,11,0,3,1,0,0,0,,,13.00,,,9,9,,3,1,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,9,9,9,
3679,Populonia,12122,589,irsc,b_rim,73,36,50,4,7.0,6.0,,,,60,,o,,,10.05,9.95,10.60,int red slip,medium pink orange subangular grains; medium white blue subangular grains; frequent subangular clear parts; frequent gold sand,,,1,,,N,,,,0,1,0,0,0,0,wall_int,,,,,,,,radial,2,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,series of scratches 2cm long in one patch,4,21,0,3,0,0,0,0,,,50.00,,,9,9,,1,3,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,9,9,9,
3680,Populonia,12153,597,black gloss,rim,10,9,24,7,6.0,2.5,,,,5,,o,,,5.42,,7.69,bg int and ext,medium evenly distributed black sand and voids rounded,,,1,,,Y,20,0,,0,0,1,0,0,1,"rim_ext
rim_int",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,very minor wear on sharpest edges,10,5,0,3,1,0,0,0,,,24.00,,,9,9,,1,9,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,9,9,9,
3681,Populonia,12153,597,da fuoco,lid,157,81,53,8,14.0,6.5,,,,15,,o,,,9.81,12.12,8.79,,medium black subrounded parts; medium white and light blue subrounded parts,,,1,,,Y,100,60,,0,0,0,0,0,0,,,,,,,,,,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,8,14,0,3,0,0,0,0,,,53.00,,,9,9,,1,5,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,9,9,9,
3682,Populonia,12153,597,da fuoco,lid,70,49,26,8,7.0,7.0,,,,25,,o,,,7.08,9.68,9.02,,frequent subrounded clear white grains,,,3,,,Y,20,80,,0,0,1,0,0,0,rim_int,,,,,,,,patch,4,0,0,0,,16.00,Y,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,totally worn away surface in 3 cm strip along int rim,8,14,0,3,0,0,0,0,,,26.00,,,9,9,,1,5,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,9,9,9,
3683,Populonia,12153,597,da fuoco,base,29,20,9,14,,,4.0,1.0,,,,,110,,5.31,7.07,6.15,,rare subangular clear grain; rare black subangular grain; medium shite and light blue subrounded parts,,,1,,,Y,30,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,5,14,0,3,0,0,0,0,,,9.00,,,9,9,,,,,,1,0,1,,0.00,0.00,,,,,,,,,2,,,,9,9,9,
3684,Populonia,12153,597,da fuoco,rim,37,36,13,20,7.0,5.0,,,,50,55,c,,,5.14,5.95,5.05,1 .5cm dim puncture 1.5cm below neck,medium large flakes of shiny stuff; medium white subangular grains,,maybe same vessel as 3686-87; joins with b_rim 3692; irregular rim shape,1,,,Y,10,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,,10,14,0,3,1,0,0,0,,,13.00,,,9,9,,2,2,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
3685,Populonia,12153,597,da fuoco,rim,5,4,15,6,3.0,1.0,,,,80,,u,,,5.63,,,,rare white subangular grains; rare black subangular grain; medium shiny flakes grains sized,,prolly NOT from same vessel as 3685,1,,,N,,,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,10,14,0,3,1,0,0,0,,,15.00,,,9,9,,2,2,,,1,1,1,,0.00,1.00,,,,,,,,,,0,,,9,9,9,
3686,Populonia,12153,597,da fuoco,b_rim,8,6,,,,,,,,,,,,,5.66,,6.25,,medium large silver flakes; medium subangular white grains,,prolly from same vessel as 3684,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,4,14,0,3,0,0,0,0,,,,,,9,9,,,,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
3687,Populonia,12153,597,da fuoco,handle,16,9,,,,,,,,,,,,,6.31,,6.27,handle is curved and attached to wall,large medium grains of flat silver stuff; rare subrounded grey brown pebbles; rare black subrounded parts;,,prolly from same vessel as 3684,1,,,Y,0,5,,0,0,0,0,0,0,,,,,,,,,,,,,,,,Y,2,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,6,14,0,3,0,0,0,0,,,,,,9,9,,,,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
3688,Populonia,12166,597,da fuoco,base,76,49,10,18,,,8.0,1.0,,,,,125,,4.13,7.61,7.84,maybe burnish int,medium white subrounded grains,,i broke this in two when i was washing it,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,0,0,0,1,0,0,0,0,8.,1,,5,14,0,3,0,0,0,0,,,10.00,,,9,9,,,,,,1,1,1,,0.00,0.00,,,,,,,,,1,0,,,9,9,9,
3689,Populonia,12166,597,da fuoco,base,29,25,10,15,,,4.0,2.0,,,,,125,,5.71,7.90,7.31,int looks burnished slightly,frequent subangular white grains; medium shiny silver grain size flat pieces,,"possibly same vessel as 3688, but no join",1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,8.,1,,5,14,0,3,0,0,0,0,,,10.00,,,9,9,,,,,,1,1,1,,0.00,0.00,,,,,,,,,1,0,,,9,9,9,
3690,Populonia,12166,597,da fuoco,base,88,25,13,17,,,2.5,3.0,,,,,125,,11.46,,11.32,,big piece of grog; grog has rare subrounded red pebble and medium white clear aubangular grains and medium gold sand; the rest has medium subangular clear grains and frequent shiny sand,,"maybe same vessel as 3691, but no join",1,,,N,20,0,,0,0,0,1,0,0,base_ext,patch,4,0,0,0,,16.00,,,,,,,,,4,0,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,5,14,0,3,0,0,0,0,,,13.00,,,9,9,,,,,,1,1,1,,0.00,1.00,,,,,,,,,1,0,,,9,9,9,
3691,Populonia,12166,597,da fuoco,base,54,22,14,10,,,3.0,3.0,,,,,130,,12.50,,11.13,,medium subangular clear grains; medium gold sand; rare subangular clear pebbles,,"maybe same vessel as 3691, but no join",2,,,N,,,,0,0,0,1,0,0,base_ext,patch,4,0,0,0,,9.00,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,base ext floor is rough,5,14,0,3,0,0,0,0,,,14.00,,,9,9,,,,,,1,1,1,,0.00,1.00,,,,,,,,,1,0,,,9,9,9,
3692,Populonia,12166,597,da fuoco,b_rim,27,25,,,,,,,,,,,,,6.35,6.64,6.07,,medium orange rounded grains; frequent silver grains; rare white subangalr parts,,joins with 3684 in SU 12153,1,,,Y,30,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,4,14,0,3,0,0,0,0,,,,,,9,9,,,,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
3693,Populonia,12166,597,black gloss,rim,8,9,16,7,4.0,1.0,,,,85,70,o,,,4.48,,4.38,bg int and ext; good quality,rare orange rounded parts; medium black sand,,,1,,,N,,,,0,0,1,0,0,1,"rim_int
rim_ext",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,5,0,3,1,0,0,0,,,16.00,,,9,9,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,9,9,9,
3694,Populonia,12136,594,da fuoco,lid,96,49,54,8,12.0,4.5,,,,15,,o,,,11.54,10.13,9.23,,breaks roughly; medium clear subangular grains; medium black subangular grains; rare red subangular grains,,"prolly same vessel as 3695, but no join",1,,,Y,0,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,8,14,0,3,0,0,0,0,,,54.00,,,9,9,,1,5,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
